Year,Decimal_Day,Hour,HILat,HILon,BR_RTN,BT_RTN,BN_RTN,Field Magn. Avg,Bulk Flow Speed,THETA,PHI,ION_Density,Temp
2017,1,0,-2.9,23.5,5.8,0.8,-2.4,7.1,551,-0.8,-4.3,6.9,149703
2017,1,1,-2.9,23.5,4.6,1,-3.4,6.5,553,0.8,-4.5,7,170252
2017,1,2,-2.9,23.5,4.4,-1.1,-3.1,5.8,550,1.1,-3.8,6.3,159322
2017,1,3,-2.9,23.6,5.4,-2,-0.2,6.2,536,-0.2,-2.7,5.6,149262
2017,1,4,-2.9,23.6,1,3.3,-2.8,6.7,543,-0.4,-3.8,5.6,149890
2017,1,5,-2.9,23.7,0.2,-1.3,-3.9,5.6,542,0.8,-1.3,4.9,164122
2017,1,6,-2.9,23.7,3.2,-2.3,-1,5,525,-1,-0.6,4.6,171521
2017,1,7,-2.9,23.8,0.3,-1.1,-1.7,4.5,533,-1.5,-1.2,4.5,140269
2017,1,8,-2.9,23.8,1.5,-3.1,-1,5.1,529,-1.9,0.5,4.9,142314
2017,1,9,-2.9,23.8,1.9,-0.1,-0.5,3.4,516,-0.8,-0.6,5.6,177333
2017,1,10,-2.9,23.9,3.2,0.5,-0.1,4,511,-0.7,-1.4,5.5,181544
2017,1,11,-3,23.9,-1.7,2.5,-2.3,4.9,520,0.1,-1.8,5.5,138267
2017,1,12,-3,24,-0.6,-2.7,-0.2,4.2,515,-0.6,0.2,5.6,135834
2017,1,13,-3,24,-1.1,-0.4,-2.1,3.7,516,-0.3,-0.7,5.7,151589
2017,1,14,-3,24,-2.9,-1.8,-0.2,4.7,513,-0.5,-0.7,5.1,131473
2017,1,15,-3,24.1,-0.6,-4,1.1,4.6,501,-0.7,0.5,5.3,121805
2017,1,16,-3,24.1,-1.3,-3.1,-0.6,4.1,495,-0.8,0.4,5.3,110364
2017,1,17,-3,24.2,-0.7,-1.9,-1.8,3.7,486,-0.8,0.5,5.3,117563
2017,1,18,-3,24.2,-3.1,-1.1,-0.5,3.4,484,-1,0.8,5.5,101535
2017,1,19,-3,24.3,-2,-1.4,-1.6,3.4,478,-0.6,0.7,5.3,98660
2017,1,20,-3,24.3,-0.9,-2.2,-0.7,3.1,478,-0.6,1.2,5,94592
2017,1,21,-3,24.3,1.3,-2.3,0.6,3.5,475,-0.6,1.3,5,95784
2017,1,22,-3,24.4,3.4,-1.6,-0.1,3.9,460,-0.7,1.7,5.6,105764
2017,1,23,-3,24.4,3.7,0.2,0.6,4,463,-0.3,1.2,5.3,101429
2017,2,0,-3,24.5,2.5,1.9,0.1,3.1,466,-0.4,2.1,4.9,120027
2017,2,1,-3,24.5,1.9,0.4,-0.3,2.2,463,-0.5,1.7,4.4,115156
2017,2,2,-3,24.6,0.9,0.2,-1.5,2.3,447,-0.9,0.9,3.7,79806
2017,2,3,-3,24.6,-0.5,-0.9,-1.4,3.1,429,0.5,-0.7,4,54317
2017,2,4,-3,24.6,-1,-0.4,-2.4,3.1,431,1.6,-1.2,4.5,50161
2017,2,5,-3,24.7,-0.2,-1.6,-2.5,3.2,426,1.4,0.1,5.1,46849
2017,2,6,-3,24.7,0.3,-1.3,-3,3.5,418,1.4,0.4,5.6,47556
2017,2,7,-3.1,24.8,-0.5,-0.3,-3.5,3.6,413,1.4,0.3,5.4,43120
2017,2,8,-3.1,24.8,1.2,0.4,-3,3.4,395,0.1,-0.7,5.7,44610
2017,2,9,-3.1,24.9,1.4,0.3,-2.8,3.3,391,0.5,-1,5.3,41939
2017,2,10,-3.1,24.9,0.6,1.5,-2.7,3.5,399,0.1,-1.9,5.2,38802
2017,2,11,-3.1,24.9,0.1,1.5,-3.9,4.3,400,0.4,-2.6,5.6,37675
2017,2,12,-3.1,25,0.2,-0.3,-4.5,4.7,397,0.7,-2.1,6.2,38090
2017,2,13,-3.1,25,0,-0.6,-5.4,5.4,397,-0.1,-2.1,5.5,34436
2017,2,14,-3.1,25.1,0.6,-3,-3.4,4.7,393,-0.1,-0.8,6.9,51044
2017,2,15,-3.1,25.1,1.1,-3.6,-2.2,4.4,390,-0.7,-0.5,6.9,51516
2017,2,16,-3.1,25.1,2.6,-3.4,-1.9,4.8,385,-1.6,-1.3,6.4,47357
2017,2,17,-3.1,25.2,3.6,-3.6,-0.3,5.1,381,-1.6,-0.9,6.3,48937
2017,2,18,-3.1,25.2,3.4,-3.8,0.1,5.1,377,-1.5,-0.6,7,49960
2017,2,19,-3.1,25.3,3.4,-4.2,-0.6,5.5,370,-1,0.8,6.9,47051
2017,2,20,-3.1,25.3,5.6,-3.8,1,6.9,381,-0.6,0.6,6.3,38346
2017,2,21,-3.1,25.4,5.9,-3.2,1.7,7,385,0,0.6,8.4,45744
2017,2,22,-3.1,25.4,6.5,-2.8,1.8,7.4,387,0.5,0,6.3,55268
2017,2,23,-3.1,25.4,5.4,-3.5,0.9,6.6,377,0.5,0,8.4,74695
2017,3,0,-3.1,25.5,4.9,-3.9,-1,6.4,367,1.4,0.9,8.6,58462
2017,3,1,-3.1,25.5,5.3,-3.3,-0.8,6.5,371,1.8,0.4,8.1,69354
2017,3,2,-3.1,25.6,4.8,-3.5,-0.2,6.2,372,1.7,0.7,8.3,66313
2017,3,3,-3.1,25.6,1.1,-2.5,-1.8,5.5,380,2.8,1.3,9.6,63145
2017,3,4,-3.2,25.7,2.6,-3.5,-1,5.6,373,1.8,2.6,12.3,50794
2017,3,5,-3.2,25.7,3.4,-4,-1.4,5.7,378,1.7,3.9,16.3,39152
2017,3,6,-3.2,25.7,4.4,-5.2,1.5,7.3,390,3.3,5.8,22.8,35057
2017,3,7,-3.2,25.8,0.3,0.3,-1.6,5.6,389,2.7,7.3,29.1,39403
2017,3,8,-3.2,25.8,-6.2,4.4,4,9.2,412,2.8,5.7,20.8,77605
2017,3,9,-3.2,25.9,4,-1.1,-4.8,10.5,448,2.7,1.1,14.2,90022
2017,3,10,-3.2,25.9,3.3,-0.5,-4,6.7,472,4.8,-1.8,14.1,188682
2017,3,11,-3.2,25.9,0.5,2.3,-3.5,5.2,466,5,-0.6,12.3,246836
2017,3,12,-3.2,26,-4.2,1.9,0.7,6.2,474,5,-1.1,10.6,264667
2017,3,13,-3.2,26,-6.8,2.6,-0.1,8.3,497,5,-6.1,9.5,237424
2017,3,14,-3.2,26.1,-6.6,3.5,0.7,8.2,506,7.8,-5.1,8.5,209367
2017,3,15,-3.2,26.1,-5.5,3.9,-2.7,7.8,514,8.4,-5.4,6.8,189042
2017,3,16,-3.2,26.2,-3.7,2.3,-2.9,7.2,523,7.1,-6.4,5.6,170538
2017,3,17,-3.2,26.2,-6,4.3,1.1,7.6,489,9.4,-2,5.4,176585
2017,3,18,-3.2,26.2,-5.7,4.3,0.2,7.4,468,8.6,-2.4,6.3,136904
2017,3,19,-3.2,26.3,-5.9,4.8,-2.8,8.2,448,6.4,-2.1,7.4,144594
2017,3,20,-3.2,26.3,-4.3,6.4,-0.9,9,447,7.2,-1.7,6.2,97611
2017,3,21,-3.2,26.4,-3.1,6.6,3.3,8.5,430,7.6,0.2,6.2,69405
2017,3,22,-3.2,26.4,-4.4,6.3,-0.2,8.1,409,4,1.1,7,65583
2017,3,23,-3.2,26.5,-5.4,5.3,0.6,7.7,403,1.9,2.3,7.6,43924
2017,4,0,-3.2,26.5,-3.3,6.4,0.8,7.5,412,1.9,3.5,9.6,43941
2017,4,1,-3.3,26.5,-5.2,3.9,2.1,7.3,407,2.2,3.1,11.9,47449
2017,4,2,-3.3,26.6,-4.1,5.3,2.2,7.3,408,0.7,3.9,12,49564
2017,4,3,-3.3,26.6,-3.6,5.8,2,7.4,403,-0.3,4.4,13.5,51020
2017,4,4,-3.3,26.7,-5.4,2.5,2.6,7,387,0.9,4.5,23.8,36693
2017,4,5,-3.3,26.7,-5.2,5.5,2.6,11.3,390,1.1,6.9,30.6,43612
2017,4,6,-3.3,26.8,1.2,12.7,-0.3,13.9,394,0.3,4.4,15.6,50937
2017,4,7,-3.3,26.8,-6.2,3,2,11.9,430,-0.9,-3,9.1,142982
2017,4,8,-3.3,26.8,1.5,10.7,-2.4,11.8,451,-1.2,-5.7,5.9,219444
2017,4,9,-3.3,26.9,-5.1,7.1,0.1,9.7,457,-2,-5.2,7.5,244747
2017,4,10,-3.3,26.9,-7.2,5.1,2,9.9,467,-0.9,-4.6,7.2,167926
2017,4,11,-3.3,27,-5.4,7,-0.4,9.9,498,-3.2,-2.2,6,157142
2017,4,12,-3.3,27,-5.5,7.4,-1,10.4,507,-4.3,-2,5.7,157541
2017,4,13,-3.3,27,-9.7,4.1,4.1,11.5,489,-0.5,-6.5,5.7,109138
2017,4,14,-3.3,27.1,-7.5,5.8,1.3,10.1,495,-2.1,-6.1,7.4,246497
2017,4,15,-3.3,27.1,-6.4,4.2,2,8.7,504,-2.4,-7,7.8,271539
2017,4,16,-3.3,27.2,-6.5,3,2.6,7.8,497,-0.4,-5.7,6.8,196618
2017,4,17,-3.3,27.2,-6.3,2.7,-0.2,7,496,-2.8,-5.7,7.8,211567
2017,4,18,-3.3,27.3,-6.1,1.1,0.2,6.5,496,-3,-6,7.3,180980
2017,4,19,-3.3,27.3,-2.9,1.2,-1,5.9,503,-4.2,-4.4,7.1,168271
2017,4,20,-3.3,27.3,-2.2,5.8,-0.9,7.4,490,-3.9,1.2,6,116154
2017,4,21,-3.3,27.4,-6.2,4.1,2.1,8.4,485,-2.6,0,5.7,121024
2017,4,22,-3.4,27.4,-4.4,6.5,0.4,8.7,497,-1.9,2.7,5.7,111197
2017,4,23,-3.4,27.5,-4.2,7.6,-1.1,8.9,501,-2.3,3.1,5.1,114279
2017,5,0,-3.4,27.5,-5.4,5.9,-1.1,8.5,505,-2.4,3.4,5.5,126336
2017,5,1,-3.4,27.6,-5.6,6.1,-2.8,8.9,510,-3.4,3.7,5.7,120244
2017,5,2,-3.4,27.6,-6.1,6.3,-2.5,9.2,513,-3,5,6.7,107442
2017,5,3,-3.4,27.6,-7.4,5.5,0.7,9.7,511,-1.9,4.4,7.9,117550
2017,5,4,-3.4,27.7,-4.5,0.6,-0.8,7.4,530,-1.7,3.9,10.5,214356
2017,5,5,-3.4,27.7,-1.7,-0.8,-0.2,6,536,-3.1,4.5,10.5,249786
2017,5,6,-3.4,27.8,-3.4,-1.4,3.1,5.8,516,-2.5,4.2,9.1,238395
2017,5,7,-3.4,27.8,-4.9,0.4,2.8,6.4,494,-2.5,5,7,172814
2017,5,8,-3.4,27.9,-5,0.5,0.9,5.9,513,-6.4,5.3,4.2,227008
2017,5,9,-3.4,27.9,-4.1,-1,3.9,6.9,523,-3.3,1.3,3.9,201425
2017,5,10,-3.4,27.9,-4.8,1.9,-2.4,6.4,576,-3.5,0.2,3.2,211231
2017,5,11,-3.4,28,-0.7,-1.9,0.1,5.8,582,-2.4,-1.2,4.5,247493
2017,5,12,-3.4,28,3.9,-5.7,1.8,8,619,-1.9,-2.5,5.8,196754
2017,5,13,-3.4,28.1,1.3,-0.3,1.9,7.2,645,-4.5,-1.1,6.5,235308
2017,5,14,-3.4,28.1,-5.7,4.1,0.7,8.5,681,-4.7,-2.4,4.3,325132
2017,5,15,-3.4,28.1,-5.5,4.8,-0.4,9.8,713,-4,-5.3,5.7,367113
2017,5,16,-3.4,28.2,-4.8,4.3,-1.6,9.6,701,-5.9,-6.7,7.3,563041
2017,5,17,-3.4,28.2,-6.5,4.9,0.1,9.7,688,-5.2,-5.7,7.5,572469
2017,5,18,-3.4,28.3,-8.6,1.1,-1.3,9.3,677,-4.8,-7.9,7.5,481273
2017,5,19,-3.5,28.3,-5.7,5.7,-1.7,9.4,685,-4.5,-4.2,5.6,470161
2017,5,20,-3.5,28.4,-7.3,4.3,-0.3,9.9,661,-5.1,-6.2,5.3,396781
2017,5,21,-3.5,28.4,-5.6,4.3,0.5,9.5,650,-2.7,-5.7,5.4,449190
2017,5,22,-3.5,28.4,-1.7,7.1,-2.9,8.6,687,-2.9,0.2,3.5,345999
2017,5,23,-3.5,28.5,-3.2,2.5,-1.3,5.2,703,-1.2,0.4,2.2,185456
2017,6,0,-3.5,28.5,-2.9,3.3,-0.5,5,705,-0.5,1.1,2.4,202336
2017,6,1,-3.5,28.6,-3.1,-0.4,-1.2,4.3,709,-1,-2.3,2.7,245491
2017,6,2,-3.5,28.6,-0.7,1.4,0.5,4.3,734,0.2,-0.8,2.7,246008
2017,6,3,-3.5,28.7,-2.2,1.3,0,4.4,717,-0.2,-0.6,2.7,269123
2017,6,4,-3.5,28.7,0.7,4.1,0.8,4.7,745,0.5,1.8,2.5,239547
2017,6,5,-3.5,28.7,-2.9,1.8,-0.5,4.6,706,0,-0.4,2.6,175781
2017,6,6,-3.5,28.8,-2.8,0.5,0.5,4.3,705,0.1,-1.6,2.5,187228
2017,6,7,-3.5,28.8,-4,-0.8,0.5,4.6,695,0.1,-2.3,2.3,136069
2017,6,8,-3.5,28.9,-4.8,0.6,-0.6,4.9,675,-0.9,-1.1,2.1,86551
2017,6,9,-3.5,28.9,-4.3,2.2,-0.3,5.1,670,-0.5,0.8,2.1,109838
2017,6,10,-3.5,29,-1.5,3.5,-0.9,4.8,693,-0.9,2.2,1.9,154934
2017,6,11,-3.5,29,-3.5,1.5,0,4.5,660,0.6,0.5,2,118079
2017,6,12,-3.5,29,-2.7,0.6,-0.9,4.8,678,-0.5,-0.9,2.3,170593
2017,6,13,-3.5,29.1,-0.7,3.6,-0.9,5,701,-0.4,2.3,2.1,179225
2017,6,14,-3.5,29.1,-1.9,2.1,1.7,4.9,681,2.1,0.3,2.1,179436
2017,6,15,-3.5,29.2,-2.4,3.2,0.2,4.9,674,0.6,1.6,1.8,155585
2017,6,16,-3.6,29.2,-2.5,3.2,-0.1,4.8,673,0.1,1.2,2.2,180199
2017,6,17,-3.6,29.2,-2.1,3.1,0.4,4.7,684,0.5,1,2.4,204856
2017,6,18,-3.6,29.3,-2.6,1.4,0.7,4.4,679,0.1,-0.8,2.8,217926
2017,6,19,-3.6,29.3,-1.6,0.8,0.1,3.9,687,0.6,-0.8,2.8,242937
2017,6,20,-3.6,29.4,-1.8,1.8,0.1,4.3,682,0,0.3,2.6,195917
2017,6,21,-3.6,29.4,-2.3,2.1,1,4.7,673,0.8,0.5,2.6,167643
2017,6,22,-3.6,29.5,-2,3.4,1.1,4.9,674,1.2,1.6,2.7,169235
2017,6,23,-3.6,29.5,-1.8,3.3,0.1,4.9,677,0.1,1.6,2.7,176223
2017,7,0,-3.6,29.5,-0.8,2.8,-0.6,4.8,686,-0.5,1.2,2.6,177166
2017,7,1,-3.6,29.6,-2.7,0.9,-0.1,4.5,661,0.4,-0.6,2.6,163819
2017,7,2,-3.6,29.6,-3.3,2,0.5,4.9,653,1.4,0.2,2.7,165283
2017,7,3,-3.6,29.7,-3.2,2.4,0.6,4.7,666,1.2,1.3,2.1,191891
2017,7,4,-3.6,29.7,-0.6,1.4,-1.3,3.7,723,-0.5,-0.7,2.2,282444
2017,7,5,-3.6,29.8,1.2,2.7,-1.9,4.1,734,-1.4,0.6,1.9,270961
2017,7,6,-3.6,29.8,1.1,0.3,-1.1,3.3,739,0.1,-0.6,2,262709
2017,7,7,-3.6,29.8,-1.4,1.8,0,3.4,705,0.2,0.2,1.9,259547
2017,7,8,-3.6,29.9,-3.3,1.6,-0.1,3.9,689,0,-0.1,2,180988
2017,7,9,-3.6,29.9,-2,3.5,0.2,4.4,681,0,2.7,1.8,177207
2017,7,10,-3.6,30,-2.1,2.9,0.2,4.8,688,-0.1,2.1,2,168113
2017,7,11,-3.6,30,-1.4,1.7,-2.1,5,701,-2,0.6,2,169705
2017,7,12,-3.6,30.1,-1.4,0.4,-2.2,4.9,704,-2.1,-0.6,2.4,192824
2017,7,13,-3.6,30.1,-2.2,1.4,0.8,4.4,695,0.1,-0.4,2.7,192874
2017,7,14,-3.7,30.1,-3.2,0.5,0.3,4,681,-0.5,-1,2.6,168453
2017,7,15,-3.7,30.2,-2.5,0.9,1.8,4.2,687,1,-1,2.7,159069
2017,7,16,-3.7,30.2,-2.4,2.1,-0.5,4.1,686,-0.9,0.2,2.6,150091
2017,7,17,-3.7,30.3,-3,0,0.7,4,675,0.1,-1.6,2.7,133071
2017,7,18,-3.7,30.3,-2.8,0.7,1.6,4.3,678,1.3,-0.6,2.5,158392
2017,7,19,-3.7,30.3,-1.5,2.9,-1,4.3,684,-1.3,1.9,2.2,162664
2017,7,20,-3.7,30.4,-0.7,2.6,-0.7,4.3,689,-1.3,1.5,2,139298
2017,7,21,-3.7,30.4,-3.2,1.7,-0.7,4.7,651,-1.2,0.8,2,123888
2017,7,22,-3.7,30.5,-3,0.8,1.1,4.7,655,1.5,0.1,2.3,140649
2017,7,23,-3.7,30.5,-2.8,1,-0.3,4.4,659,-0.3,1,2.6,171139
2017,8,0,-3.7,30.6,-1.5,2.8,1.1,4.1,671,1,1.7,2.2,170612
2017,8,1,-3.7,30.6,-2.1,3.6,-0.8,4.7,670,-0.4,2.2,2.5,185969
2017,8,2,-3.7,30.6,-1.1,4.4,-0.3,4.9,683,-0.5,1.7,2.2,183822
2017,8,3,-3.7,30.7,-0.7,-1,1.9,4.1,694,1.9,-1.6,2.6,242828
2017,8,4,-3.7,30.7,-1.6,2.5,0.3,4,691,0.5,0.9,2.8,265947
2017,8,5,-3.7,30.8,-2.9,-0.1,1.2,3.9,675,1.5,-1,2.9,245888
2017,8,6,-3.7,30.8,-3,-0.1,-0.6,4.1,670,0.3,-0.9,2.9,223409
2017,8,7,-3.7,30.9,-2.2,1.8,-1.8,5.1,675,-0.6,0.4,2.8,154679
2017,8,8,-3.7,30.9,1,4,-3.7,5.8,693,-2,1.8,2.2,134902
2017,8,9,-3.7,30.9,-0.5,3.2,-2.8,4.9,682,-1.5,1.4,2.6,214235
2017,8,10,-3.7,31,-1.3,3.6,-1.7,4.8,675,-1.2,1.5,2.8,203801
2017,8,11,-3.8,31,-2.6,2.7,-0.1,4.7,662,0.7,1.1,2.8,176189
2017,8,12,-3.8,31.1,-3.5,1.9,-0.4,4.5,658,0.1,0.5,2.8,163217
2017,8,13,-3.8,31.1,-2.5,1.6,0.2,4.3,666,0,0.2,2.5,163058
2017,8,14,-3.8,31.2,-1.5,2.4,-1.2,4.1,690,-0.7,0.5,2.3,172286
2017,8,15,-3.8,31.2,-2.7,2.4,-0.7,4.4,674,0.1,1.2,2.1,159961
2017,8,16,-3.8,31.2,-0.2,3.5,-0.7,4.4,682,-0.3,1.5,1.7,155028
2017,8,17,-3.8,31.3,-0.5,3.4,-1.7,4.4,682,-1.3,1.8,1.9,171920
2017,8,18,-3.8,31.3,-1.9,1.1,-0.7,3.9,672,-0.1,-0.5,2.2,158648
2017,8,19,-3.8,31.4,-3.2,-0.7,0.6,3.8,662,1.1,-2.1,2.4,152841
2017,8,20,-3.8,31.4,-2.9,2,0.4,4.1,660,0.9,0.5,2.2,137806
2017,8,21,-3.8,31.4,-1.5,3,0.3,4.2,682,0.4,2,1.9,158487
2017,8,22,-3.8,31.5,-3.1,1.8,-0.2,4.1,667,-0.6,0.7,2.2,153998
2017,8,23,-3.8,31.5,-3.5,1.5,1.1,4.1,657,1.3,0.4,1.8,116933
2017,9,0,-3.8,31.6,-3.3,1.2,-1.5,4.2,655,-1.2,0.8,2,131257
2017,9,1,-3.8,31.6,-2,2.3,-2.1,4.2,668,-2.3,1.8,1.9,149615
2017,9,2,-3.8,31.7,-3.4,-0.2,1.2,4,651,1.9,-1.3,2,147560
2017,9,3,-3.8,31.7,-3.5,1.6,-0.5,4.4,645,0,0.8,2.1,145494
2017,9,4,-3.8,31.7,-0.5,3.1,-0.4,4.3,675,-0.6,2.1,1.7,155995
2017,9,5,-3.8,31.8,-0.1,3.7,-0.2,4.5,678,-0.2,2.3,1.7,141123
2017,9,6,-3.8,31.8,-3.7,-0.6,1.5,4.2,639,1.2,-1.4,1.6,118955
2017,9,7,-3.8,31.9,-4.1,-0.1,0.4,4.2,632,-0.3,-0.2,1.3,74513
2017,9,8,-3.8,31.9,-3.8,-1,-0.2,4,631,-0.5,-2.1,1.7,147034
2017,9,9,-3.9,32,-4,-0.7,0.1,4.1,628,0.2,-1.6,2.1,140156
2017,9,10,-3.9,32,-3.5,-1.3,1.1,4.2,632,0.9,-2.5,1.6,121081
2017,9,11,-3.9,32,-3.7,1.2,0.2,4.4,622,-0.3,0.1,1.6,82806
2017,9,12,-3.9,32.1,0.5,2.4,-1.1,4.5,658,-0.4,0.6,1.6,121067
2017,9,13,-3.9,32.1,0.7,3.3,-3.3,5.1,677,-1.9,-0.8,1.7,131113
2017,9,14,-3.9,32.2,-0.5,4.3,-1.1,5.3,661,-0.2,0.4,1.9,164721
2017,9,15,-3.9,32.2,-0.5,4.9,-0.8,5.3,664,-1.2,1.6,2,198332
2017,9,16,-3.9,32.3,-1.5,4.4,-0.5,5.3,646,-1.1,0.8,2.4,189688
2017,9,17,-3.9,32.3,-1,3.2,1.4,4.8,649,0.3,-0.4,2.6,233160
2017,9,18,-3.9,32.3,-0.9,2.7,2.6,4.4,655,1.2,-0.7,2.6,218762
2017,9,19,-3.9,32.4,-0.3,3.5,1.2,4.3,660,-0.4,0.8,2.4,187428
2017,9,20,-3.9,32.4,-1.8,1.5,1.8,3.4,643,0.1,-0.4,2.4,188624
2017,9,21,-3.9,32.5,-3.2,-0.2,1.1,3.9,629,0.2,-1.6,2.2,135809
2017,9,22,-3.9,32.5,-3,0.4,1.4,3.7,623,0.8,-1.2,2.3,134641
2017,9,23,-3.9,32.5,-3.1,1.3,-0.3,3.5,613,-1,-0.6,2,106504
2017,10,0,-3.9,32.6,-2.7,2.5,0.6,3.8,608,0.2,1.5,1.8,96040
2017,10,1,-3.9,32.6,-2.3,2.3,2,4,606,1.5,1.3,1.6,85093
2017,10,2,-3.9,32.7,-3.3,1.6,1.6,4.1,586,1.3,0.7,1.6,90811
2017,10,3,-3.9,32.7,-3.1,-0.2,0.4,3.6,591,0.3,0.6,2.4,164427
2017,10,4,-3.9,32.8,-1.9,1.7,-0.4,3.5,594,-0.3,1.8,2.3,179516
2017,10,5,-3.9,32.8,-2.3,1,1,3.4,597,0,1.1,3,152756
2017,10,6,-3.9,32.8,0.2,2,-0.2,3.9,616,-0.7,0.4,2.9,113654
2017,10,7,-4,32.9,-2.1,2.4,1.7,4,600,0.8,0.5,3.4,135490
2017,10,8,-4,32.9,0.9,2.1,-0.9,3.8,600,0.4,0.6,2.9,96267
2017,10,9,-4,33,2.6,2.3,0.1,3.6,598,0.3,0.3,2.5,79825
2017,10,10,-4,33,2.8,1.5,0.8,3.4,590,0.4,0,2.4,69884
2017,10,11,-4,33.1,2.4,1.5,0.9,3.3,574,0.1,-0.2,2.1,73856
2017,10,12,-4,33.1,1.5,2.4,-0.2,3.4,575,-0.2,0.3,2.1,66939
2017,10,13,-4,33.1,-0.8,2.3,0.2,2.8,553,-2,0.8,2,84051
2017,10,14,-4,33.2,0,2.2,1.4,3.6,560,-1.4,0.9,2.6,84926
2017,10,15,-4,33.2,1.6,3.9,-0.3,4.5,567,-1.7,1.2,3,90480
2017,10,16,-4,33.3,2.8,1.2,-2.6,4.5,556,-0.5,-0.2,3.9,76495
2017,10,17,-4,33.3,3.7,1.5,-3.4,5.3,552,-0.2,-0.4,3.5,55277
2017,10,18,-4,33.4,3.3,1.9,-2.9,4.9,544,-0.4,0.3,3.6,67645
2017,10,19,-4,33.4,2,2.1,-1.5,3.7,528,0,0.8,4.3,94133
2017,10,20,-4,33.4,2.5,1.2,-0.6,3.5,525,0.3,1,3.6,92244
2017,10,21,-4,33.5,1.8,0.3,-0.7,2.8,527,-1.2,0.3,3.5,110092
2017,10,22,-4,33.5,1.4,1.3,-0.1,2.6,512,-2.7,-0.7,4.4,105266
2017,10,23,-4,33.6,2.2,0.9,-0.6,3.6,516,-2.1,-0.8,4.6,75591
2017,11,0,-4,33.6,0.5,1.6,-0.1,3.5,516,-2.3,-0.1,4.1,95609
2017,11,1,-4,33.6,0.7,2,1.2,3,530,-2.1,-0.1,4.4,111017
2017,11,2,-4,33.7,2.4,2.4,-0.1,3.9,525,-2.3,0.3,3.9,95545
2017,11,3,-4,33.7,2.1,2.6,0.4,4.3,524,-3,-0.5,3.3,89363
2017,11,4,-4,33.8,2.6,0.6,-1.1,3.8,523,-3.4,-1,4.3,81314
2017,11,5,-4,33.8,3.8,0.4,-0.7,4,522,-2.9,-0.8,4.2,70825
2017,11,6,-4.1,33.9,-2.2,-1.5,-0.7,4,510,-3.5,-1.6,4.4,116138
2017,11,7,-4.1,33.9,-4.4,-1.3,1,4.8,520,-4,-0.8,3.9,148261
2017,11,8,-4.1,33.9,-0.6,0.7,3.1,4.7,533,-3,-0.1,3.2,139855
2017,11,9,-4.1,34,0.9,-0.1,3.4,4,531,-2.4,0.5,2.8,122068
2017,11,10,-4.1,34,-3.7,-0.7,2.4,4.5,513,-1.9,0.7,2.4,99342
2017,11,11,-4.1,34.1,-3,0.6,2.5,4.1,504,-0.8,0.9,2.9,93092
2017,11,12,-4.1,34.1,1.7,1,-0.9,3.3,489,-0.5,0.7,3.1,74416
2017,11,13,-4.1,34.2,2.2,1.3,-1.9,3.3,484,-0.6,0.5,3.2,61132
2017,11,14,-4.1,34.2,1.6,0.9,-0.8,3.3,472,-0.2,1,3.2,56175
2017,11,15,-4.1,34.2,-2.6,-0.7,-0.1,3.2,462,-0.2,0,4.4,69161
2017,11,16,-4.1,34.3,-2.6,0,-2.1,3.4,459,-0.2,0.6,4.5,66640
2017,11,17,-4.1,34.3,-2.4,1.7,-1.2,3.3,454,-0.5,1.7,5,69641
2017,11,18,-4.1,34.4,-1.2,1.5,0,2.6,450,-0.1,1.6,4.4,67681
2017,11,19,-4.1,34.4,-1.4,1,-0.9,2.7,446,0,1.5,4.4,68699
2017,11,20,-4.1,34.5,-1,2.3,0.3,2.7,439,-0.1,1.6,4.2,70289
2017,11,21,-4.1,34.5,-0.6,1.6,0.1,2.2,434,-0.2,1.4,4.5,73364
2017,11,22,-4.1,34.5,-2.3,0,0.5,2.5,426,0.2,1.1,4.7,82750
2017,11,23,-4.1,34.6,-2.5,-0.2,0.2,2.5,423,0.3,1.1,4.6,80508
2017,12,0,-4.1,34.6,-2.5,0.4,-0.2,2.6,422,-0.4,2.3,4.8,84324
2017,12,1,-4.1,34.7,-2,0.9,-0.8,2.5,421,0.3,1.5,4.7,76713
2017,12,2,-4.1,34.7,-1.4,0.4,-1.6,2.6,420,0.6,1.5,4.8,60871
2017,12,3,-4.1,34.7,-0.1,3.4,-0.7,3.5,421,0.9,2.2,4.2,45811
2017,12,4,-4.2,34.8,-0.1,3,-0.5,3.2,420,1,2.1,4.2,45061
2017,12,5,-4.2,34.8,0.4,2.2,0.4,2.7,420,0.8,1.7,4.6,49986
2017,12,6,-4.2,34.9,-0.3,1.9,1.5,2.8,415,1,1.5,4.3,42166
2017,12,7,-4.2,34.9,-0.9,2.2,0.6,2.5,409,0.5,2.1,4.3,43013
2017,12,8,-4.2,35,-0.8,2.2,-0.5,2.5,406,0.4,2.2,4.6,43803
2017,12,9,-4.2,35,-0.4,1.6,0.6,2.6,403,0.9,1.5,5.4,47057
2017,12,10,-4.2,35,2.3,1.2,0.8,3.2,405,0.5,2.2,5.2,41029
2017,12,11,-4.2,35.1,0.4,1.5,-0.4,2.2,389,-1.2,1.7,5.6,39661
2017,12,12,-4.2,35.1,2.4,1,1.1,3,392,-1.7,1,5.7,38917
2017,12,13,-4.2,35.2,2.7,2.1,0.1,3.6,390,-1.9,1.1,6,33989
2017,12,14,-4.2,35.2,2.5,2.2,1.9,4.1,390,-0.9,0.9,6.3,31110
2017,12,15,-4.2,35.3,0.2,2.4,2.8,3.8,382,-0.5,1.8,6.4,33844
